UMAP_1	UMAP_2	Highlight	cell_id
-7.276275645	-11.28667492	none	cell16775
-7.335455904	-11.27415031	none	cell16776
-6.731662283	-9.772681656	none	cell16777
-3.892751227	-13.20191616	none	cell16778
-7.379285822	-11.40279335	none	cell16779
-7.120064268	-10.91455597	none	cell16780
-12.17327596	-13.1728577	none	cell16781
-7.708824644	-11.06362003	none	cell16782
-7.658905039	-11.01858086	none	cell16783
-7.91127635	-11.46895546	none	cell16784
-12.6581154	-13.02006096	none	cell16785
-7.607196341	-10.14699596	none	cell16786
-12.39490224	-12.56940788	none	cell16787
-7.383639822	-12.35159058	none	cell16788
-7.126216898	-9.893722001	none	cell16789
-12.63786317	-13.09621471	none	cell16790
-7.931150923	-11.86398644	none	cell16791
-6.556013117	-11.45015568	none	cell16792
-12.62350465	-13.14382595	none	cell16793
-6.925810347	-12.02333111	none	cell16794
-4.648524294	-12.61247486	none	cell16795
-4.518102656	-12.88099045	none	cell16796
-11.98071767	-11.72714943	none	cell16797
-7.043341647	-10.20529408	none	cell16798
-7.227590571	-11.58120865	none	cell16799
-7.078485976	-9.528503838	none	cell16800
-6.92783166	-9.837352219	none	cell16801
-7.028007994	-10.14314026	none	cell16802
-7.438379774	-10.03319592	none	cell16803
-6.88258935	-11.34562344	none	cell16804
-7.219800482	-10.06975502	none	cell16805
-7.473302851	-11.90113777	none	cell16806
-12.01272107	-11.58322186	none	cell16807
-7.146170149	-9.543822709	none	cell16808
-12.83621789	-10.28653568	none	cell16809
-7.678467284	-11.35995144	none	cell16810
-7.630273352	-11.88550419	none	cell16811
-7.145349989	-11.83155197	none	cell16812
-4.197264204	-13.3082251	none	cell16813
-4.713780413	-13.40475411	none	cell16814
-3.933141957	-13.50292439	none	cell16815
-4.373651514	-12.80826229	none	cell16816
-4.341104994	-12.85638851	none	cell16817
-7.282725821	-11.35910076	none	cell16818
-12.18012048	-13.2839455	none	cell16819
-7.211420546	-9.625909272	none	cell16820
-7.181508551	-10.04355473	none	cell16821
-7.134819041	-11.78329891	none	cell16822
-12.52580548	-13.43449349	none	cell16823
-7.9639392	-11.29403633	none	cell16824
-12.54087258	-12.92873997	none	cell16825
-7.05965806	-9.667894784	none	cell16826
-3.799100886	-13.25389904	none	cell16827
-12.49052716	-13.43779511	none	cell16828
-7.386946211	-9.948880616	none	cell16829
-12.66283322	-13.19713825	none	cell16830
-11.98510171	-11.39459461	none	cell16831
-12.97075082	-10.23160023	none	cell16832
-4.227546225	-12.92246956	none	cell16833
-12.2353449	-12.03467888	none	cell16834
-6.835214148	-9.684798661	none	cell16835
-7.610262881	-11.01788944	none	cell16836
-12.51940824	-13.30458874	none	cell16837
-12.00931169	-12.97595066	none	cell16838
-11.92614842	-12.96962399	none	cell16839
-7.030250082	-9.406018677	none	cell16840
-12.64990426	-12.92218632	none	cell16841
-12.60494901	-13.16048569	none	cell16842
-12.55252839	-12.99262947	none	cell16843
-7.02179719	-9.41013855	none	cell16844
-7.400312434	-12.51729816	none	cell16845
-12.67203809	-13.14119381	none	cell16846
-12.69531346	-10.74741406	none	cell16847
-6.581177245	-10.52205223	none	cell16848
-7.796707163	-11.068479	none	cell16849
-7.531032572	-11.15936131	none	cell16850
-12.53340436	-13.06127113	none	cell16851
-12.41897679	-13.44139237	none	cell16852
-6.870565424	-9.536453667	none	cell16853
-12.47132588	-12.69163746	none	cell16854
-12.61840821	-12.79496998	none	cell16855
-12.89827157	-10.21605152	none	cell16856
-7.579195986	-12.13858551	none	cell16857
-7.715894232	-11.03999943	none	cell16858
-3.924042473	-13.21131939	none	cell16859
-7.681728373	-10.29524941	none	cell16860
-7.103690157	-11.52312702	none	cell16861
-4.678211222	-13.21621555	none	cell16862
-7.09970809	-9.510327759	none	cell16863
-6.576399336	-10.47105164	none	cell16864
-7.278031359	-11.79644913	none	cell16865
-7.946433077	-11.3103289	none	cell16866
-12.08291913	-11.79286045	none	cell16867
-7.213831911	-10.09802383	none	cell16868
-12.29933167	-13.15309662	none	cell16869
-3.960018883	-13.24414009	none	cell16870
-7.105142603	-9.489398423	none	cell16871
-7.207100401	-9.753341141	none	cell16872
-6.655002604	-10.23185581	none	cell16873
-7.124863158	-9.424253884	none	cell16874
-7.369905005	-11.13296646	none	cell16875
-12.58989335	-10.65826744	none	cell16876
-4.080511818	-13.73992199	none	cell16877
-5.634604941	-12.2574715	none	cell16878
-12.52518369	-13.34672875	none	cell16879
-12.52610971	-13.24408955	none	cell16880
-7.948609839	-10.9795422	none	cell16881
-5.634346972	-12.11203999	none	cell16882
-12.60128881	-10.77119774	none	cell16883
-12.23067857	-12.16729015	none	cell16884
-7.858429919	-10.97812981	none	cell16885
-12.16899396	-11.01111263	none	cell16886
-12.5875044	-10.1982016	none	cell16887
-12.54149724	-10.16135067	none	cell16888
-12.35701657	-10.51051468	none	cell16889
-12.69383336	-10.01719803	none	cell16890
-12.78343774	-9.957349244	none	cell16891
-5.363538275	-12.50957436	none	cell16892
-5.50930358	-13.4048056	none	cell16893
-7.691561709	-12.07086605	none	cell16894
-5.561263094	-13.33347172	none	cell16895
-4.134872208	-12.85984081	none	cell16896
-4.94529439	-13.43784565	none	cell16897
-5.309089671	-13.21278519	none	cell16898
-4.464050303	-13.47652573	none	cell16899
-4.104248534	-13.61661572	none	cell16900
-5.535649309	-13.31788296	none	cell16901
-12.88698293	-10.13882679	none	cell16902
-7.207384596	-12.04451222	none	cell16903
-3.917872677	-12.98788399	none	cell16904
-7.372690688	-12.15523476	none	cell16905
-4.824560652	-12.6851992	none	cell16906
-4.342022667	-13.17631764	none	cell16907
-4.328386555	-13.0271048	none	cell16908
-6.722189436	-9.855860177	none	cell16909
-3.863464365	-13.3470158	none	cell16910
-8.279113779	-12.43064446	none	cell16911
0.212991943	10.2394405	none	cell16912
-4.778615961	-12.47721714	none	cell16913
-3.816947708	-13.59674877	none	cell16914
-12.58433438	-12.8436541	none	cell16915
-6.673068056	-11.55587334	none	cell16916
-5.582213888	-12.01767201	none	cell16917
-12.37800122	-12.13540405	none	cell16918
-3.995928536	-13.43658108	none	cell16919
-4.384321223	-12.86331314	none	cell16920
-12.45064355	-12.34338326	none	cell16921
-3.664399157	-13.43854469	none	cell16922
-4.53730012	-12.59293503	none	cell16923
-4.254511128	-12.67217011	none	cell16924
-3.770653973	-13.26384872	none	cell16925
-3.957210312	-13.73695702	none	cell16926
-4.474379073	-13.39228672	none	cell16927
-7.208778391	-10.56559414	none	cell16928
-4.690031538	-12.70691818	none	cell16929
-4.845361719	-13.47487206	none	cell16930
-3.748310576	-13.20329708	none	cell16931
-3.904762993	-13.16738838	none	cell16932
-4.065121422	-13.12549538	none	cell16933
-5.456061373	-12.07677692	none	cell16934
-4.141398917	-12.74774498	none	cell16935
-6.942886362	-10.21172184	none	cell16936
-4.46354867	-13.06195587	none	cell16937
-7.149162302	-10.86559624	none	cell16938
-5.458655844	-13.36129231	none	cell16939
-6.661902914	-11.75760788	none	cell16940
-1.712348471	3.598641452	none	cell16941
-4.379961024	-12.70499176	none	cell16942
-4.895808707	-12.30590576	none	cell16943
-6.898411761	-9.472806397	none	cell16944
-5.43493558	-13.35580772	none	cell16945
-4.852204333	-13.51651806	none	cell16946
-4.14913846	-12.74809021	none	cell16947
-4.033440838	-12.85441822	none	cell16948
-4.282877455	-13.5050177	none	cell16949
-7.506949911	-11.19650501	none	cell16950
-4.084685335	-13.05148262	none	cell16951
-4.356223116	-13.41506714	none	cell16952
-5.821268568	-12.07758373	none	cell16953
-3.978779803	-13.04705471	none	cell16954
-3.798211346	-13.43473381	none	cell16955
-12.79108144	-10.11237282	none	cell16956
-4.286745081	-13.2617516	none	cell16957
-13.00940896	-9.994272652	none	cell16958
-12.30429555	-13.47652	none	cell16959
-3.966680537	-12.84210342	none	cell16960
-12.53494073	-10.29979557	none	cell16961
-7.305531035	-11.6500172	none	cell16962
-3.770251522	-13.32272381	none	cell16963
-4.719531069	-13.21494717	none	cell16964
-5.333955775	-13.43551106	none	cell16965
-7.239283572	-10.67648644	none	cell16966
-4.004052172	-13.63001007	none	cell16967
-3.895036707	-12.8321423	none	cell16968
-3.888957987	-13.59624905	none	cell16969
-5.282788287	-13.40786976	none	cell16970
-5.22474433	-13.40982288	none	cell16971
-12.12378026	-13.14833969	none	cell16972
-12.804101	-10.14307446	none	cell16973
-4.34433199	-12.81982178	none	cell16974
-6.910654078	-11.57963318	none	cell16975
-12.6442957	-10.2036385	none	cell16976
-6.86686183	-9.600977364	none	cell16977
-12.86524297	-9.897053185	none	cell16978
-12.96956731	-9.880256119	none	cell16979
-12.99025918	-10.13263744	none	cell16980
-12.62836648	-10.21602673	none	cell16981
-4.627398024	-13.63562531	none	cell16982
-12.98518468	-10.07579655	none	cell16983
-4.01723362	-13.70935864	none	cell16984
-5.201599608	-12.57469696	none	cell16985
-7.313243399	-10.99119705	none	cell16986
-4.551378737	-12.90454716	none	cell16987
-5.968606005	0.050276128	Epithelials	cell16988
-12.83136464	-10.14342541	none	cell16989
-7.016979704	-11.78250069	none	cell16990
-12.99094106	-10.23764938	none	cell16991
-12.54972554	-10.15164417	none	cell16992
-4.27548934	-13.43401379	none	cell16993
-5.17310525	-12.51647419	none	cell16994
-12.97451974	-10.11353821	none	cell16995
-12.27289296	-12.94124168	none	cell16996
-4.279788742	-13.2924704	none	cell16997
-7.168335448	-11.33435005	none	cell16998
-6.679226885	-10.48575443	none	cell16999
-6.989598284	-10.48657173	none	cell17000
-5.898583899	-12.14859528	none	cell17001
-3.966076145	-13.76526493	none	cell17002
-3.777238617	-13.61675877	none	cell17003
-12.0543995	-12.88271374	none	cell17004
-7.031434546	-10.00511211	none	cell17005
-12.81082727	-10.06458515	none	cell17006
-6.75020648	-10.22541565	none	cell17007
-12.89096452	-9.882543984	none	cell17008
-12.84494782	-10.21823734	none	cell17009
-7.022442828	-12.44645256	none	cell17010
-6.053856383	-11.41387314	none	cell17011
-7.774263392	-11.93679661	none	cell17012
-12.58147145	-10.19420189	none	cell17013
-4.086157809	-13.03519482	none	cell17014
-6.08871604	-11.38855404	none	cell17015
-12.92833901	-9.989618722	none	cell17016
-3.880693922	-13.09861321	none	cell17017
-13.00349713	-9.782148781	none	cell17018
-5.458963404	-13.30376858	none	cell17019
-3.798240433	-13.51697964	none	cell17020
-7.49310113	-11.25527805	none	cell17021
-6.953436385	-11.26952976	none	cell17022
-12.77638436	-10.24188751	none	cell17023
-12.98863317	-10.02281326	none	cell17024
-3.997712384	-13.28067535	none	cell17025
-12.19867803	-13.05020947	none	cell17026
-6.950544844	-12.09129948	none	cell17027
-7.053524027	-11.63281101	none	cell17028
-12.99959088	-9.993078652	none	cell17029
-12.96331597	-9.792653504	none	cell17030
-4.165381203	-12.69192738	none	cell17031
-7.997090826	-11.58656448	none	cell17032
-4.436677466	-13.15188068	none	cell17033
-6.689854155	-10.64821381	none	cell17034
-12.90356446	-9.927765313	none	cell17035
-8.024588118	-11.45368332	none	cell17036
-12.98098947	-9.766349259	none	cell17037
-5.226141463	-13.36111111	none	cell17038
-4.68826438	-12.48982567	none	cell17039
-12.55791665	-10.26318592	none	cell17040
-4.916814337	-13.44132084	none	cell17041
-5.508140574	-12.21737045	none	cell17042
-3.862475882	-13.36018414	none	cell17043
-12.07672215	-13.42811817	none	cell17044
-4.144099007	-13.13246674	none	cell17045
-12.67363549	-10.25810188	none	cell17046
-3.995770226	-13.41564125	none	cell17047
-4.15185071	-12.94854492	none	cell17048
-4.737452994	-12.98793644	none	cell17049
-3.808057556	-13.38021225	none	cell17050
-12.84465982	-9.946443024	none	cell17051
-5.593549738	-12.17957539	none	cell17052
-12.77089883	-10.08247418	none	cell17053
-6.701190482	-10.5497784	none	cell17054
-3.847912798	-13.56130547	none	cell17055
-12.97511769	-9.91583294	none	cell17056
-5.098873625	-12.58109993	none	cell17057
-6.227176199	-11.71741146	none	cell17058
-4.104598532	-13.63325733	none	cell17059
-12.90929795	-9.9277491	none	cell17060
-4.327468644	-12.98679775	none	cell17061
-4.794765005	-12.94469971	none	cell17062
-7.274908552	-10.6333403	none	cell17063
-12.0785904	-13.285191	none	cell17064
-5.576058874	-13.30003304	none	cell17065
-12.10138131	-13.1191811	none	cell17066
-12.96279527	-9.928467217	none	cell17067
-5.475221644	-13.34517235	none	cell17068
-5.014946471	-12.35313553	none	cell17069
-4.905432711	-12.57972378	none	cell17070
-12.90855027	-10.13274139	none	cell17071
-4.098563443	-13.13083118	none	cell17072
-6.681574831	-10.29686398	none	cell17073
-4.742810736	-12.67093796	none	cell17074
-6.528175364	-11.75691456	none	cell17075
-7.386156569	-11.22206539	none	cell17076
-6.886399279	-10.78087372	none	cell17077
-6.906335841	-9.932297173	none	cell17078
-3.783834944	-13.33564419	none	cell17079
-13.00486184	-9.973246995	none	cell17080
-6.734903822	-10.61373657	none	cell17081
-5.221796522	-12.63605732	none	cell17082
-12.973835	-10.04315704	none	cell17083
-4.078343401	-13.25034756	none	cell17084
-12.94798566	-10.11790985	none	cell17085
-4.138612042	-13.03447575	none	cell17086
-3.959877978	-12.92001862	none	cell17087
-7.358836661	-11.84874481	none	cell17088
-3.884665261	-13.31498188	none	cell17089
-4.164173374	-13.67033905	none	cell17090
-4.347086678	-13.20162338	none	cell17091
-6.703208456	-11.61293263	none	cell17092
-7.272773276	-11.53245205	none	cell17093
-12.93686582	-9.935102883	none	cell17094
-7.898618231	-11.14843697	none	cell17095
-6.770363818	-12.24276203	none	cell17096
-7.808316717	-11.27660889	none	cell17097
-6.884345541	-10.59034199	none	cell17098
-12.94848443	-9.988555375	none	cell17099
-3.701459179	-13.39038033	none	cell17100
-12.90947057	-9.90488762	none	cell17101
-4.416996012	-13.04809708	none	cell17102
-12.98209668	-9.903869095	none	cell17103
2.40651988	8.103076515	none	cell17104
-4.621555815	-12.53898949	none	cell17105
-4.761801253	-12.44658608	none	cell17106
-4.074745426	-12.87093777	none	cell17107
-3.757618437	-13.66307777	none	cell17108
-4.99364234	-13.42771477	none	cell17109
-12.90728379	-10.05655426	none	cell17110
-3.801220904	-13.36515755	none	cell17111
-6.769958029	-9.58977932	none	cell17112
-4.109012852	-13.41647095	none	cell17113
-12.83956815	-9.945293847	none	cell17114
-4.16128994	-13.09344334	none	cell17115
-7.456911097	-11.58996433	none	cell17116
-7.161477576	-10.80937618	none	cell17117
-4.464249144	-12.87855381	none	cell17118
-5.396940718	-13.33673519	none	cell17119
-5.005160342	-13.21474499	none	cell17120
-4.223390351	-13.15833134	none	cell17121
-12.85694886	-10.3324799	none	cell17122
-7.855700503	-11.76126331	none	cell17123
-6.925383578	-11.23539585	none	cell17124
-7.315719614	-10.9363007	none	cell17125
-12.64085103	-10.21609062	none	cell17126
-12.06517125	-12.68347496	none	cell17127
-4.121821413	-13.16089005	none	cell17128
-4.606924544	-12.55190224	none	cell17129
-6.725746165	-11.58384174	none	cell17130
-6.658826361	-10.31927723	none	cell17131
-3.902022372	-13.38017887	none	cell17132
-6.906552325	-9.961372796	none	cell17133
-12.93646432	-10.05589813	none	cell17134
-7.152705679	-9.717936936	none	cell17135
-4.412896166	-12.66465038	none	cell17136
-12.88964368	-9.916093293	none	cell17137
-12.29863454	-12.04613632	none	cell17138
-12.28259088	-11.47040791	none	cell17139
-7.612184534	-10.34713215	none	cell17140
-7.633742342	-10.55130619	none	cell17141
-12.43451406	-13.37710423	none	cell17142
-12.72472764	-13.16595501	none	cell17143
-7.143309126	-9.524177018	none	cell17144
-12.57525731	-12.79391235	none	cell17145
-7.996829043	-11.32542843	none	cell17146
-7.386075983	-9.998719636	none	cell17147
-8.648461352	-11.86809391	none	cell17148
-7.945328245	-12.35320992	none	cell17149
-12.41832067	-13.38950581	none	cell17150
-12.18474484	-12.03819984	none	cell17151
-12.63298417	-13.03380817	none	cell17152
-12.28078748	-10.54065174	none	cell17153
-12.46016694	-11.08811993	none	cell17154
-12.4550295	-12.50921768	none	cell17155
-7.488756667	-12.48645348	none	cell17156
-12.13606454	-10.90797562	none	cell17157
-8.083207617	-11.80399174	none	cell17158
-12.56755925	-12.96930737	none	cell17159
-7.888154517	-12.25632328	none	cell17160
-12.35664845	-11.65253491	none	cell17161
-12.41280557	-13.4213118	none	cell17162
-12.46066857	-13.1501717	none	cell17163
-12.51122571	-13.19551605	none	cell17164
-6.891597281	-10.04236073	none	cell17165
-12.40741731	-12.91358894	none	cell17166
-7.946860323	-12.09827465	none	cell17167
-12.60601903	-13.01732296	none	cell17168
-12.37147714	-13.45274681	none	cell17169
-12.43800641	-11.89957375	none	cell17170
-6.916693697	-9.568675461	none	cell17171
-7.480240355	-12.52702278	none	cell17172
-7.935567389	-11.18152756	none	cell17173
-12.44906236	-12.93817181	none	cell17174
-6.907614718	-10.64689678	none	cell17175
-7.805630217	-12.30527443	none	cell17176
-11.99228288	-11.73335499	none	cell17177
-7.306093226	-9.750383797	none	cell17178
-7.11183549	-9.777343216	none	cell17179
-12.23473168	-11.32216019	none	cell17180
-6.884059916	-9.690314713	none	cell17181
-12.30434705	-13.33976311	none	cell17182
-12.32651616	-13.35481495	none	cell17183
-8.816665659	-11.83211178	none	cell17184
-7.450413714	-12.09490818	none	cell17185
-6.850458632	-9.480184975	none	cell17186
-12.57652951	-13.34337277	none	cell17187
-12.36159993	-11.49972195	none	cell17188
-7.735116492	-10.72755283	none	cell17189
-7.785746584	-12.7542786	none	cell17190
-7.820806036	-11.08941502	none	cell17191
-12.63256169	-13.02653641	none	cell17192
-7.687957774	-12.32933849	none	cell17193
-8.711899767	-11.7012114	none	cell17194
-7.481115828	-12.21500916	none	cell17195
-12.66334439	-13.02692646	none	cell17196
-8.111589442	-12.16164917	none	cell17197
-12.23980523	-13.39748711	none	cell17198
-12.08953763	-11.32901806	none	cell17199
-12.49423886	-13.34967274	none	cell17200
-11.96673871	-11.76805824	none	cell17201
-7.428246031	-10.01333088	none	cell17202
-12.4332924	-11.96601242	none	cell17203
-7.653578291	-10.66979069	none	cell17204
-12.60767938	-12.9536776	none	cell17205
-12.53812982	-10.22312779	none	cell17206
-12.66132165	-12.89822525	none	cell17207
-6.726727972	-9.993565026	none	cell17208
-6.996965418	-10.02330441	none	cell17209
-12.67526055	-10.021357	none	cell17210
-12.41843701	-12.21119255	none	cell17211
-12.52943803	-13.38533825	none	cell17212
-12.52853395	-13.3195538	none	cell17213
-12.5035782	-10.83140511	none	cell17214
-11.38840009	-12.06035084	none	cell17215
-7.05089427	-9.637340012	none	cell17216
-8.770870219	-11.90793652	none	cell17217
-12.47905637	-13.13560242	none	cell17218
-7.425526152	-10.22964424	none	cell17219
-11.97516824	-11.62749237	none	cell17220
-12.35664559	-12.79668373	none	cell17221
-12.65588666	-10.11205524	none	cell17222
-12.08349038	-11.91552109	none	cell17223
-12.31291104	-12.089786	none	cell17224
-12.75931359	-12.81936306	none	cell17225
-8.878932009	-11.83948845	none	cell17226
-7.786093722	-12.22295708	none	cell17227
-8.058214674	-11.81308407	none	cell17228
-6.743213663	-9.550572815	none	cell17229
-6.887535582	-9.832546654	none	cell17230
-12.1086197	-11.17620892	none	cell17231
-6.793334971	-10.1363377	none	cell17232
-6.717824946	-9.550737801	none	cell17233
-12.36696721	-12.36559147	none	cell17234
-12.35977174	-11.66063541	none	cell17235
-12.14151288	-11.78868813	none	cell17236
-7.512543211	-10.43799442	none	cell17237
-12.37982083	-13.38234848	none	cell17238
-12.62196065	-10.17375893	none	cell17239
-8.048364649	-12.22729916	none	cell17240
-7.839945803	-12.31648201	none	cell17241
-12.63058759	-10.03062862	none	cell17242
-12.41522027	-13.4150433	none	cell17243
-12.37517453	-12.27065987	none	cell17244
-8.917218218	-11.76650375	none	cell17245
-12.00507451	-11.61893219	none	cell17246
-7.348612318	-12.01895756	none	cell17247
-7.141339789	-11.92945999	none	cell17248
-7.663744459	-12.14375633	none	cell17249
-7.551891814	-12.14794773	none	cell17250
-12.23141385	-11.42269367	none	cell17251
-12.38411809	-11.21609444	none	cell17252
-7.900821219	-11.57648796	none	cell17253
-12.15673352	-11.68722004	none	cell17254
-7.99626113	-11.92087311	none	cell17255
-8.166428576	-12.17417854	none	cell17256
-7.040067206	-9.541313592	none	cell17257
-7.547176371	-12.16205734	none	cell17258
-8.114048491	-11.74372429	none	cell17259
-7.316128741	-12.09587425	none	cell17260
-7.655785094	-12.11952061	none	cell17261
-12.5596304	-12.66243977	none	cell17262
-7.781571875	-11.2078299	none	cell17263
-12.24676229	-12.58142799	none	cell17264
-7.008705626	-9.4110598	none	cell17265
-12.55562974	-12.63629383	none	cell17266
-7.272064696	-12.39980358	none	cell17267
-7.420402537	-11.76115555	none	cell17268
-6.85436059	-9.526277009	none	cell17269
-7.092259894	-12.33906406	none	cell17270
-7.142582426	-9.543618622	none	cell17271
-8.971173296	-11.8264193	none	cell17272
-11.09959603	-11.98521561	none	cell17273
-6.905705939	-9.747796479	none	cell17274
-12.52774716	-12.53526348	none	cell17275
-11.98492623	-11.54434151	none	cell17276
-12.3827448	-11.66527599	none	cell17277
-7.924738417	-11.2661776	none	cell17278
-6.916420946	-9.86516327	none	cell17279
-12.13183023	-11.63098568	none	cell17280
-7.056038866	-9.530470315	none	cell17281
-10.68334867	-11.85477585	none	cell17282
-8.808156977	-11.84720558	none	cell17283
-11.95162107	-11.67728085	none	cell17284
-12.43348409	-13.20892471	none	cell17285
-11.86969472	-11.54198402	none	cell17286
-7.122601519	-9.571821633	none	cell17287
-12.46559526	-13.48913616	none	cell17288
-7.39957572	-10.22329182	none	cell17289
-12.38860417	-12.18967098	none	cell17290
-6.831542979	-9.419324341	none	cell17291
-8.459397326	-11.85076946	none	cell17292
-12.65506841	-10.09144444	none	cell17293
-12.59440518	-13.08565086	none	cell17294
-12.47031404	-13.42180008	none	cell17295
-12.09567834	-11.44555897	none	cell17296
-7.635235319	-10.09715408	none	cell17297
-12.17395974	-11.89469666	none	cell17298
-7.954297552	-11.17051548	none	cell17299
-7.780084143	-11.84620136	none	cell17300
-7.120063792	-9.823429528	none	cell17301
-12.47731019	-13.06241936	none	cell17302
-7.392626772	-12.36759419	none	cell17303
-12.5800171	-12.65275425	none	cell17304
-6.753693114	-9.638928834	none	cell17305
-12.72691537	-10.17224068	none	cell17306
-7.496837626	-10.78786129	none	cell17307
-6.710051546	-9.873907509	none	cell17308
-12.24328137	-11.40214962	none	cell17309
-12.36560632	-11.60530991	none	cell17310
-11.63983823	-11.64222092	none	cell17311
-7.752692232	-12.07106632	none	cell17312
-7.263710509	-11.36066479	none	cell17313
-6.725625048	-10.09898895	none	cell17314
-12.34998323	-11.86327118	none	cell17315
-7.435272227	-9.756864968	none	cell17316
-7.326016913	-12.06762547	none	cell17317
-12.19079782	-12.02242703	none	cell17318
-7.82469369	-12.21050304	none	cell17319
-7.803438197	-10.61220402	none	cell17320
-12.48745919	-13.34701771	none	cell17321
-7.932760249	-12.14661926	none	cell17322
-12.33865453	-11.77163834	none	cell17323
-8.858992586	-11.81176323	none	cell17324
-6.999734412	-9.65006775	none	cell17325
-6.775407324	-9.688735428	none	cell17326
-7.847498904	-10.97391743	none	cell17327
-7.611798773	-12.37958569	none	cell17328
-7.695068846	-10.23450989	none	cell17329
-6.972883711	-11.18601269	none	cell17330
-12.24263192	-13.17728275	none	cell17331
-7.779149065	-12.05490822	none	cell17332
-12.33823968	-12.29312843	none	cell17333
-12.40822221	-13.3047747	none	cell17334
-12.17528058	-11.85068935	none	cell17335
-9.08421422	-11.82538742	none	cell17336
-12.41869355	-13.41396946	none	cell17337
-7.607037077	-12.22436756	none	cell17338
-12.72278596	-10.06832356	none	cell17339
-12.41074468	-13.4151997	none	cell17340
-12.53822518	-13.30217117	none	cell17341
-7.639741907	-10.53554863	none	cell17342
-7.934089671	-12.48407883	none	cell17343
-6.769934187	-9.630478325	none	cell17344
-7.560340891	-10.24663109	none	cell17345
-7.947223673	-11.88214535	none	cell17346
-12.53545953	-12.76497788	none	cell17347
-12.55205632	-13.39354176	none	cell17348
-12.54352094	-13.32527203	none	cell17349
-6.807667742	-9.826045456	none	cell17350
-6.985548506	-9.634411278	none	cell17351
-7.48768569	-12.02195114	none	cell17352
-12.56161405	-12.50665039	none	cell17353
-12.19141389	-13.3220343	none	cell17354
-7.575327406	-12.28749889	none	cell17355
4.873161783	6.978698787	none	cell17356
-7.754834662	-12.49622673	none	cell17357
-7.772478113	-12.38976711	none	cell17358
-12.14153195	-11.95882362	none	cell17359
-7.292116652	-12.36312717	none	cell17360
-12.42590428	-12.3345303	none	cell17361
-12.71294786	-13.00873989	none	cell17362
-7.865743647	-12.51471848	none	cell17363
-11.36605836	-12.12227673	none	cell17364
-12.11660672	-13.31204742	none	cell17365
-12.45785714	-12.98038334	none	cell17366
-12.60339833	-13.04969544	none	cell17367
-7.762129317	-10.10783714	none	cell17368
-12.64027501	-12.9149279	none	cell17369
-7.64726306	-12.50316662	none	cell17370
-12.60815145	-13.1424889	none	cell17371
-12.37411977	-11.93551106	none	cell17372
-7.258707533	-11.04442257	none	cell17373
-12.02976895	-11.43324417	none	cell17374
-7.289595614	-11.83656735	none	cell17375
-12.32038404	-11.76820225	none	cell17376
-12.21997834	-11.73036331	none	cell17377
-7.558864603	-11.93983311	none	cell17378
-7.569379816	-10.16356796	none	cell17379
-7.960193644	-12.01555771	none	cell17380
-12.68242456	-10.0094418	none	cell17381
-7.721471796	-12.25658554	none	cell17382
-7.813080798	-10.72315735	none	cell17383
-7.977254401	-12.07477707	none	cell17384
-7.110506544	-9.576434556	none	cell17385
-12.67255403	-12.89997715	none	cell17386
-12.46350003	-13.43333096	none	cell17387
-7.719512472	-10.8669104	none	cell17388
-8.067275534	-11.35976547	none	cell17389
-8.000192652	-12.15260452	none	cell17390
-7.631629477	-12.0649342	none	cell17391
-7.04974557	-9.815160218	none	cell17392
-12.51097775	-12.59444565	none	cell17393
-12.58094026	-13.25231785	none	cell17394
-7.288775454	-12.07326359	none	cell17395
-12.03565789	-11.61633152	none	cell17396
-12.58519078	-12.84211582	none	cell17397
-12.02420426	-11.52048439	none	cell17398
-12.21602822	-11.87271732	none	cell17399
-12.09668733	-11.36076111	none	cell17400
-12.73817826	-10.09787411	none	cell17401
-6.71302701	-9.710747185	none	cell17402
-12.39653302	-12.47089809	none	cell17403
-7.408154021	-12.05623764	none	cell17404
-7.87216712	-10.89850277	none	cell17405
-6.953810702	-9.857996407	none	cell17406
-7.302256594	-12.0528521	none	cell17407
-7.240169058	-9.728393975	none	cell17408
-8.809001932	-11.84836048	none	cell17409
-8.511487971	-11.89048523	none	cell17410
-7.17648984	-9.430296364	none	cell17411
-7.021446238	-9.640955391	none	cell17412
-7.598325739	-12.16729683	none	cell17413
-7.80646802	-12.22493404	none	cell17414
-7.016071806	-9.450972977	none	cell17415
-13.02714826	-9.744592133	none	cell17416
-12.48681546	-13.31501144	none	cell17417
-12.51163674	-13.33665318	none	cell17418
-12.23207952	-12.07934517	none	cell17419
-7.599454413	-10.23779148	none	cell17420
-7.235826979	-12.46335072	none	cell17421
-12.4551468	-12.8261208	none	cell17422
-7.32081605	-9.672780457	none	cell17423
-12.14458753	-11.33193726	none	cell17424
-12.37465192	-12.1377396	none	cell17425
-7.884252558	-11.78565353	none	cell17426
-6.687624464	-9.714653435	none	cell17427
-7.113907347	-9.719109002	none	cell17428
-7.111520777	-10.45213646	none	cell17429
-12.1176529	-11.47162479	none	cell17430
-8.18368865	-11.92604012	none	cell17431
-6.669404517	-10.16364807	none	cell17432
-7.177044401	-9.662877503	none	cell17433
-5.875918875	-0.084320772	Epithelials	cell17434
-12.49379827	-13.39567226	none	cell17435
-7.200796137	-9.874381486	none	cell17436
-7.982366095	-11.7175507	none	cell17437
-12.38105012	-10.70310158	none	cell17438
-12.63056661	-12.82616371	none	cell17439
